"WAAS Subset Event Id","Local Event Date","Aircraft","Aircraft Operator","Event Location","Crew Fatalities","Crew Injured","Crew Aboard","PAX Fatalities","PAX Injuries","PAX Aboard"
"S2007011","21-JUN-07","LET 410UVP TURBOLET
","KARIBU AIRWAYS","NR. KAMINA, CD","0","0","2","1","9","20"
"S2007023","08-OCT-07","LET 410UVP TURBOLET
","NACIONAL DE AVIACION COLOMBIA","CERRO BRAVO, NR. CUBARRAL, CO","3","0","3","15","0","15"
"S2007074","09-DEC-07","BEECH C90B KING AIR
","FUN AIR","KIEV, UA","2","0","2","3","0","3"
"S2008001","04-JAN-08","LET 410UVP TURBOLET
","TRANSAVEN","IN CARIBBEAN SEA, OFF ISLA LOS ROQUES, VE","2","0","2","12","0","12"
"S2008007","03-APR-08","ANTONOV (WSK-PZL MIELEC) AN-28
8","BLUE WING AIRLINES","BENZDORP, SR","2","0","2","17","0","17"
"S20080254","19-DEC-08","PBN BN-2A 
ISLANDER","AIR VANUATU","25KM SSE OF  LAJMOLI,  ESPIRITU SANTO, VU","1","0","1","1","2","9"
"S2008036","19-JAN-08","BEECH B200 KING AIR
","GIRA GLOBO LDA","NR. HUAMBO, AO","2","0","2","11","0","11"
"S2008084","24-AUG-08","CESSNA 208 
CARAVAN","AEREO RUTA MAYA","NR. CABANAS, GT","2","0","2","8","4","12"
"S2008132","23-NOV-08","BEECH 200 KING AIR
","TL AIR TAXI","SAN MARTIN DISTRICT,  RECIFE, BR","1","0","2","1","1","8"
"S2008140","03-DEC-08","COMMANDER 690B
","WEBSTA'S AVIATION SERVIES INC","EL YUNQUE NATIONAL FOREST, NR. SAN JUAN, PR","1","0","1","2","0","2"
"S2009062","17-APR-09","PILATUS PC6B2 
TURBO PORTER","MIMIKA AIR","MT. GERGAJI, NR. ILAGA, ID","2","0","2","9","0","9"
"S2009063","17-APR-09","CESSNA 208B 
GRAND CARAVAN","LTA - LINEA TURISTICA AEREOTUY CA","CANAIMA AP.,  CANAIMA, VE","0","0","2","1","3","9"
"S2009100","15-JUL-09","TUPOLEV TU-154M
","CASPIAN AIRLINES","NR. JANNALABAD, 125KM W OF  TEHRAN, IR","15","0","15","153","0","153"
"S2009104","24-JUL-09","ILYUSHIN IL-62M
","ARIA AIR","SHAHID HASHEMI NEJAD AP.,  MASHHAD, IR","8","2","17","8","1","152"
"S2010038","15-MAY-10","ANTONOV (WSK-PZL MIELEC) AN-28
8","BLUE WING AIRLINES","NR. POKISI, SR","2","0","2","6","0","6"
"S2010039","17-MAY-10","ANTONOV AN-24B
","PAMIR AIRWAYS","SALANG PASS, N OF  KABUL, AF","6","0","6","38","0","38"
"S2010047","13-JUN-10","CESSNA 208B 
GRAND CARAVAN","SERVICIOS AEREOS MILENIO SA DE CV","NR. FELIPPE CARILLO PUERTO,  QUINTANA ROO, MX","2","0","2","7","0","7"
"S2010052","23-JUN-10","BEECH A100 KING AIR
","AEROPRO","NR. JEAN LESAGE INTL. AP.,  QUEBEC CITY,  QUEBEC, CA","2","0","2","5","0","5"
"S2010059","03-AUG-10","ANTONOV AN-24RV
","KATEKAVIA","IGARKA, RU","1","3","4","11","0","11"
"S2010072","25-AUG-10","LET 410UVP TURBOLET
","FILAIR","BANDUNDU, CD","3","0","3","17","1","18"
"S2010107","11-NOV-10","ANTONOV AN-24B
","TARCO AIR","ZALINGEI AIRSTRIP,  ZALINGEI, SD","0","0","6","2","0","36"
"S2010115","04-DEC-10","TUPOLEV TU-154M
","SE AIRLINES","DOMODEDOVO AP.,  MOSCOW, RU","0","0","9","2","19","163"
"S2011001","01-JAN-11","TUPOLEV TU-154B
","KOLAVIA","SURGUT INTL. AP.,  SURGUT, RU","0","5","8","3","27","126"
"S2011007","14-JAN-11","BEECH 200 KING AIR
","CIELO TAXI AEREO","MORRO SANTO ANTONIO, NR. SENADOR CANEDO, BR","2","0","2","4","0","4"
"S2011018","14-FEB-11","LET 410UVP TURBOLET
","CENTRAL AMERICAN AIRWAYS","CERRO DE HULA, NR. LES MESITAS, HN","2","0","2","12","0","12"
"S2011057","07-MAY-11","CAIC MA60
","MERPATI NUSANTARA AIRLINES","IN SEA, OFF KAIMANA, ID","4","0","4","21","0","21"
"S2011081","20-JUN-11","TUPOLEV TU-134A
","RUSAIR","PETROZAVODSK, RU","8","1","9","39","4","43"
"S2011090","04-JUL-11","CESSNA 208B 
GRAND CARAVAN","MISSINIPPI AIRWAYS","PUKATAWAGAN AP.,  PUKATAWAGAN,  MANITOBA, CA","0","0","1","1","0","8"
"S2011092","11-JUL-11","ANTONOV AN-24RV
","ANGARA AIRLINES","OB RIVER, NR. STREZHEVOY, RU","0","0","4","7","10","33"
"S2011096","13-JUL-11","LET 410UVP TURBOLET
","NOAR LINHAS AEREAS","RECIFE, BR","2","0","2","14","0","14"
"S2011126","22-SEP-11","PILATUS PC6B2 
TURBO PORTER","YAJASI AVIATION","NR. PASALEI,  YALIMO REGENCY, ID","1","0","1","2","0","2"
"S2011132","04-OCT-11","CESSNA 208B 
GRAND CARAVAN","AIR TINDI","PEHTEI PENINSULA, 49KM W OF  LUTSEL K'E,  NORTHWEST TERRITORIES, CA","1","0","1","1","2","3"
"S2011135","14-OCT-11","CESSNA 208B 
GRAND CARAVAN","MOREMI AIR SERVICES","XAKANAKA AIRSTRIP, 140KM FROM  MAUN, BW","1","0","1","8","0","11"
"S2011167","07-SEP-11","YAKOVLEV YAK-42
","YAK SERVICE","NR. TUNOSHNA AP.,  YAROSLAVL, RU","7","1","8","37","0","37"
"S2011171","17-DEC-11","PACIFIC AEROSPACE 750XL
","ASSOCIATED MISSION AVIATION","ABMISBIL AP.,  ABMISBIL,  PAPUA, ID","1","0","1","2","2","4"
"S20120139","07-OCT-12","PBN BN-2A 
ISLANDER","MONTSERRAT AIRWAYS","V C BIRD INTL. AP.,  ST. JOHN'S, AG","1","0","1","2","1","3"
"S2012087","19-AUG-12","ANTONOV AN-26-100
","ALFA AIRLINES","NR. TALODI, SD","6","0","6","26","0","26"
"S2012089","22-AUG-12","LET 410UVP TURBOLET
","MOMBASA AIR SAFARI","MASAI MARA GAME RESERVE, NGERENDE AIRSTRIP, KE","2","0","2","2","3","11"
"S2012094","12-SEP-12","ANTONOV (WSK-PZL MIELEC) AN-28
8","PETROPAVLOVSK-KAMCHATSKY AIR ENTERPRISE","MT. PYATIBRATKA, NR. PALANA,  KAMCHATKA KRAI, RU","2","0","2","8","4","12"
"S20130001","04-JAN-13","PBN BN-2 
ISLANDER","CHAPI AIR","MISSING, VE","2","0","2","4","0","4"
"S20130023","13-FEB-13","ANTONOV AN-24RV
","SOUTH AIRLINES","SERGEI PROKOFIEV AP.,  DONETSK, UA","0","0","8","5","9","44"
"S20130028","06-MAR-13","BEECH B200 KING AIR
","ATSA - AERO TRANSPORTE SA","NR. MATIBAMBA, PE","2","0","2","7","0","7"
"S20130030","12-MAR-13","NEIVA NE-821 
CARAJA (PIPER PA-31)","FRETAX TAXI AEREO","MONTE DOURADO,  PARA, BR","1","0","1","9","0","9"
"S20130081","07-JUL-13","DHC-3 TURBO OTTER
","REDISKE AIR INC","SOLDOTNA AP.,  SOLDOTNA,  ALASKA, US","1","0","1","9","0","9"
"S20130123","14-OCT-13","CESSNA 208B 
GRAND CARAVAN","AEREO SERVICIO GUERRERO SA DE CV","SIERRA DE LA GIGANTA MOUNTAINS, 30KM NW OF  LORETO, MX","1","0","1","11","0","11"
"S20130147","29-NOV-13","CESSNA 208B 
GRAND CARAVAN","HAGELAND AVIATION SERVICES","ST. MARY'S,  ALASKA, US","1","0","1","3","6","9"
"S20130148","25-NOV-13","CESSNA 208B 
GRAND CARAVAN","TROPICAIR LTD","PALBUNA RIVER, NR. KIBENI, PG","0","0","1","3","0","9"
"S20130152","11-DEC-13","CESSNA 208B 
GRAND CARAVAN","MAKANI KAI AIR CHARTERS","PACIFIC OCEAN, OFF KALAUPAPA,  HAWAII, US","0","1","1","1","2","8"
"S20140028","09-APR-14","QUEST KODIAK
","ADVENTIST AVIATION (INDONESIA)","DOYO BARU AIRSTRIP,  JAYAPURA,  PAPUA, ID","1","0","1","1","5","6"
"S20140060","10-AUG-14","ANTONOV AN-140-100
","SEPAHAN AIRLINES","AZADI DISTRICT,  TEHRAN, IR","6","0","6","42","0","42"
"S20150029","19-MAR-15","BEECH B90 KING AIR
","AVIAJET SA","LAGUNA DEL SAUCE, NR. PUNTA DEL ESTE,  MALDONADO DEPARTMENT, UY","2","0","2","8","0","8"
"S20150033","20-JAN-15","ANTONOV AN-2 (PISTON)
","OLIMP AIR","NR. CHOKPAR, KZ","3","0","3","3","1","4"
"S20150069","25-JUN-15","DHC-3 TURBO OTTER
","PROMECH AIR","ELLA LAKE, 45KM NE OF  KETCHIKAN,  ALASKA, US","1","0","1","8","0","8"
"S20150118","12-AUG-15","PACIFIC AEROSPACE 750XL
","KOMALA INDONESIA","NINIA AIRSTRIP,  NINIA,  PAPUA, ID","0","1","1","1","4","5"
"S20160044","01-APR-16","CESSNA 208B 
GRAND CARAVAN","AEROSERVICIOS EMPRESARIALES SA DE CV","15KM FROM  TAYOLTITA,  DURANGO, MX","0","1","1","3","4","9"
"S20160048","13-APR-16","PBN BN-2T 
TURBINE ISLANDER","SUNBIRD AVIATION","NR. KIUNGA, PG","1","0","1","11","0","11"
"S20160102","20-JUL-16","CESSNA 208B 
GRAND CARAVAN EX","JOY AIR GENERAL AVIATION CO","JINSHAN WATER AERODROME,  SHANGHAI,  SHANGHAI, CN","1","1","2","4","2","8"
"S20160135","31-AUG-16","CESSNA 208B 
GRAND CARAVAN EX","HAGELAND AVIATION SERVICES","10KMNW OF  RUSSIAN MISSION,  ALASKA, US","1","0","1","2","0","2"
"S20160147","30-SEP-16","CESSNA 208B 
GRAND CARAVAN","LLANERA DE AVIACION SAS","SAN ANTONIO DE PRADO, SW OF  MEDELLIN,  ANTIOQUIA, CO","1","1","2","3","6","9"
"S20160151","02-OCT-16","CESSNA 208B 
GRAND CARAVAN","HAGELAND AVIATION SERVICES","20KM NW OF  TOGIAK,  ALASKA, US","2","0","2","1","0","1"
"T1990001","02-JAN-90","IPTN 212-200
","PELITA AIR SERVICE","IN JAVA SEA, OFF PABELOKAN ISLAND, ID","2","0","3","7","0","13"
"T1990003","15-JAN-90","CASA 212-200
","SANSA","CERRO CEDRAL, NR. SAN JOSE, CR","3","0","3","20","0","20"
"T1990006","05-FEB-90","GRUMMAN 159 
GULFSTREAM IC","HELICOL","MOUNT EL SALADO, NR. IBAGUE, CO","4","0","4","11","0","11"
"T1990007","25-JAN-90","HAWKER-SIDDELEY 
748 SRS.2A","AIRFAST INDONESIA PT","MOUNT RINGANI,  LOMBOK, ID","3","0","3","16","0","16"
"T1990012","18-APR-90","DHC-6 TWIN OTTER 
200","AEROPERLAS","IN SEA,  CONTADORA ISLAND, PA","3","0","3","17","0","19"
"T1990013","12-APR-90","DHC-6 TWIN OTTER 
300","WIDEROE'S FLYVESELSKAP","NR. VAEROY,  LOFOTEN ISLANDS, NO","2","0","2","3","0","3"
"T1990017","10-MAY-90","FAIRCHILD F-27
","AVIACSA","NR. LLANO SAN JUAN AP.,  TUXTLA GUTIERREZ, MX","4","0","4","20","0","36"
"T1990018","18-MAY-90","BEECH COMMUTER 
1900C-1","AEROLIFT PHILIPPINES","MERVILLE PARK SUBDIVISION,  MANILA, PH","2","0","2","19","0","19"
"T1990021","06-JUN-90","FAIRCHILD FH-227
","TABA","NR. ALTAMIRA AP.,  ALTAMIRA, BR","2","1","3","21","18","39"
"T1990035","11-NOV-90","CASA 212-200
","SATENA","MOUNT LOS FARLLONES, NR. MEDELLIN, CO","4","0","4","12","0","12"
"T1990036","21-NOV-90","DHC DASH 8-100
","BANGKOK AIRWAYS","CHAWENG BEACH,  KOH SAMUI, TH","5","0","5","33","0","33"
"T1991001","01-FEB-91","FAIRCHILD SA-227AC 
METRO III","SKYWEST AIRLINES","LOS ANGELES INTL. AP.,  LOS ANGELES,  CALIFORNIA, US","2","0","2","10","0","10"
"T1991002","30-JAN-91","IPTN 212-200
","MERPATI NUSANTARA AIRLINES","TIHENGO MOUNTAINS, NR. GORONTALO, ID","0","0","3","1","0","18"
"T1991007","05-APR-91","EMBRAER EMB-120 
BRASILIA","ATLANTIC SOUTHEAST AIRLINES","NR. GYNCO JETPORT,  BRUNSWICK,  GEORGIA, US","3","0","3","20","0","20"
"T1991008","09-MAY-91","FOKKER F.27-600
","MERPATI NUSANTARA AIRLINES","MOUNT KLABAT, NR. MANADO,  SULAWESI, ID","5","0","5","8","0","8"
"T1991010","18-APR-91","DORNIER 228-200
","AIR TAHITI","NUKU HIVA,  MARQUESS ISLANDS, PF","1","1","3","9","3","20"
"T1991014","04-JUL-91","DHC-6 TWIN OTTER 
300","HELICOL","NR. EL YOPAL, CO","2","0","2","1","0","1"
"T1991016","10-JUL-91","BEECH C99
","L'EXPRESS INC","NR. BIRMINGHAM,  ALABAMA, US","1","1","2","12","1","13"
"T1991017","09-JUL-91","CASA 212-200
","AEROCHASQUI","BELLAVISTA,  BELLAVISTA,  SAN MARTIN, PE","2","0","2","12","0","12"
"T1991019","11-SEP-91","EMBRAER EMB-120 
BRASILIA","JET LINK/CONTINENTAL EXPRESS","NEAR EAGLE LAKE,  TEXAS, US","3","0","3","11","0","11"
"T1991023","03-SEP-91","SHORTS SC.7 SKYVAN 3
","AIRTECH RAJAWARI UDARA","NR. LONG SERIDAN,  SARAWAK, MY","2","0","2","12","6","18"
"T1991025","01-JUN-91","A.S.T.A. (GAF) 
NOMAD N24A","AGAPE FLIGHT INC.","IN SEA, OFF MATTHEW TOWN,  GREAT INAGUA ISLAND, BS","0","0","1","2","0","2"
"T1991028","27-SEP-91","DHC-6 TWIN OTTER 
300","SOLOMON AIRLINES","MOUNT NASUHA, NR. AVUAVU,  GUADALCANAL, SB","2","0","2","13","0","13"
"T1991030","11-NOV-91","EMBRAER EMB-110P1 
BANDEIRANTE","NORDESTE LINHAS AEREAS REGIONAIS","NR. GUARARAPES INTL. AP.,  RECIFE, BR","3","0","3","12","0","12"
"T1992001","03-JAN-92","BEECH COMMUTER 
1900C-1","COMMUTAIR","NR. SARANAC LAKE,  NEW YORK, US","1","1","2","1","1","2"
"T1992002","03-FEB-92","EMBRAER EMB-110C 
BANDEIRANTE","NORDESTE LINHAS AEREAS REGIONAIS","SERRA DOS BREJINHOS, NR. CAEITITE,  BAHIA, BR","2","0","2","10","0","10"
"T1992004","09-FEB-92","CONVAIR 640
","GAMBCREST","NR. KAFOUTINE, SN","4","2","6","26","24","50"
"T1992006","15-APR-92","EMBRAER EMB-110P1 
BANDEIRANTE","TALAIR","DAULO PASS,  GOROKA, PG","2","0","2","9","4","13"
"T1992011","07-JUN-92","CASA 212-200
","EXECUTIVE AIRLINES","NR. MAYAGUEZ AP.,  MAYAGUEZ, PR","2","0","2","3","0","3"
"T1992012","08-JUN-92","BEECH C99
","GP EXPRESS AIRLINES","NR. ANNISTON, NR. ANNISTON,  ALABAMA, US","1","1","2","2","2","4"
"T1992016","24-JUL-92","VICKERS 800 VISCOUNT
","MANDALA AIRLINES","MOUNT LILIBOY, NR. AMBON,  SERAM ISLANDS, ID","7","0","7","63","0","63"
"T1992022","26-APR-92","FOKKER F.27-400
","SAHA AIRLINE","NR. SAVEH, IR","4","0","4","35","0","35"
"T1992023","18-OCT-92","IPTN CN-235-100
","MERPATI NUSANTARA AIRLINES","MOUNT PAPANDAYAN, NR. GARUT,  JAWA, ID","4","0","4","27","0","27"
"T1992028","13-DEC-92","FOKKER F.27-400
","SCIBE AIRLIFT","NR. GOMA, NR. GOMA, CD","6","0","6","31","0","31"
"T1993005","28-FEB-93","DORNIER 228-200
","FORMOSA AIRLINES","OFF ORCHID ISLAND,  LAN YU, TW","2","0","2","4","0","4"
"T1993010","06-JAN-93","DHC DASH 8-300
","LUFTHANSA CITYLINE","CHARLES DE GAULLE AP.,  PARIS, FR","0","0","4","4","8","19"
"T1993011","09-JAN-93","HAWKER-SIDDELEY 
748 SRS.2A","BOURAQ INDONESIA","NR. JUANDA AP.,  SURABAYA, ID","4","1","5","13","21","39"
"T1993014","23-MAR-93","EMBRAER EMB-110C 
BANDEIRANTE","OESTE LINHAS AEREAS","NR. TANGARA DE SERRA,  MATO GROSSO, BR","2","0","2","4","0","4"
"T1993015","27-APR-93","DHC-5 BUFFALO
","ZAMBIAN AIR FORCE","IN SEA, OFF LIBREVILLE, GA","5","0","5","25","0","25"
"T1993040","30-JUL-93","SHORTS SC.7 SKYVAN 3
","HORNBILL SKYWAYS","LONG LOYANG, SARAWAK, MY","0","0","2","1","2","15"
"T1993041","31-JUL-93","DORNIER 228-100
","EVEREST AIR","NR. BHARATPUR, NP","3","0","3","16","0","16"
"T1993048","25-OCT-93","A.S.T.A. (GAF) 
NOMAD N22","HIBISCUS AVIATION SERVICES","FRANZ JOSEF GLACIER, NR. GERALDINE,  SOUTH ISLAND, NZ","3","0","3","6","0","6"
"T1993057","01-DEC-93","B.AE. JETSTREAM 31
","EXPRESS AIRLINES","NR. CHISHOLM-HIBBING AP.,  HIBBING,  MINNESOTA, US","2","0","2","16","0","16"
"T1993059","27-OCT-93","DHC-6 TWIN OTTER 
300","WIDEROE'S FLYVESELSKAP","NR. NAMSOS, NO","3","0","3","4","12","17"
"T1993062","10-NOV-93","HAWKER-SIDDELEY 
748 SRS.2A","AIR MANITOBA","NEAR SANDY LAKE,  ONTARIO, CA","3","0","3","4","0","4"
"T1993067","09-DEC-93","DHC-6 TWIN OTTER 
300","AIR SENEGAL","NR. YOFF INTL. AP.,  DAKAR, SN","2","0","2","1","0","1"
"T1994004","07-JAN-94","B.AE. JETSTREAM 41
","ATLANTIC COAST AIRLINES","NR. COLUMBUS,  OHIO, US","3","0","3","2","0","5"
"T1994011","04-APR-94","SAAB 340B
","KLM CITYHOPPER","SCHIPHOL AP.,  AMSTERDAM, NL","1","1","3","2","8","21"
"T1994020","18-JUN-94","FOKKER F.27-500
","MERPATI NUSANTARA AIRLINES","MT. KALORA, NR. PALU,  SULAWESI, ID","5","0","5","7","0","7"
"T1994022","26-JUN-94","FOKKER F.27-400
","AIR IVOIRE","NR. PORT BOUET AP.,  ABIDJAN, CI","3","0","3","14","0","14"
"T1994024","13-JUN-94","FAIRCHILD SA-226TC 
METRO II","AEROLINEAS CUAHONTE","EL CERRO DE LA CRUZ, NR. URUAPAN,  MICHOACAN, MX","2","0","2","7","0","7"
"T1994026","19-JUL-94","EMBRAER EMB-110P1 
BANDEIRANTE","ALAS CHIRICANAS","SANTA RITA AREA, NR. COLON, PA","3","0","3","18","0","18"
"T1994027","07-MAY-94","EMBRAER EMB-110E(J) 
BANDEIRANTE","RICO TAXI AEREO","SAO GABRIEL AP.,  SAO GABRIEL,  AMAZONAS, BR","2","0","2","6","8","14"
"T1994032","13-SEP-94","DHC-6 TWIN OTTER 
300","AEROCONTRACTORS","NR. ABUJA, NG","1","1","2","2","1","3"
"T1994033","21-AUG-94","ATR-42-300
","ROYAL AIR MAROC","NR. TIZOUNINE, 35KM N OF  AGADIR, MA","4","0","4","40","0","40"
"T1994043","31-OCT-94","ATR-72-210
","SIMMONS AIRLINES","NR. ROSELAWN, 58KM SE OF  GARY,  INDIANA, US","4","0","4","64","0","64"
"T1994045","17-SEP-94","DHC-6 TWIN OTTER 
100","PACIFIC COASTAL AIRLINES","ILLAHIE INLET, 113KM N OF  PORT HARDY,  BRITISH COLUMBIA, CA","1","1","2","2","0","2"
"T1994050","13-DEC-94","B.AE. JETSTREAM 32
","FLAGSHIP AIRLINES","NR. RALEIGH-DURHAM INTL. AP.,  RALEIGH,  NORTH CAROLINA, US","2","0","2","13","5","18"
"T1995004","10-JAN-95","DHC-6 TWIN OTTER 
300","MERPATI NUSANTARA AIRLINES","MOLO STRAIT, NR. LABUHANBAJO,  FLORES ISLAND, ID","4","0","4","10","0","10"
"T1995006","17-JAN-95","DHC-6 TWIN OTTER 
300","ROYAL NEPAL AIRLINES","TRIBHUVAN INTL. AP.,  KATHMANDU, NP","1","1","3","1","1","21"
"T1995035","24-MAY-95","EMBRAER EMB-110P1 
BANDEIRANTE","KNIGHT AIR","DUNKESWICK, NR. LEEDS,  NORTH YORKSHIRE, GB","3","0","3","9","0","9"
"T1995040","09-JUN-95","DHC DASH 8-100
","ANSETT NEW ZEALAND","NR. PALMERSTON NORTH, NORTH ISLAND, NZ","1","2","3","4","11","18"
"T1995041","01-MAY-95","FAIRCHILD SA-227AC 
METRO 23","BEARSKIN LAKE AIR SERVICE","NR. SIOUX LOOKOUT,  ONTARIO, CA","2","0","2","1","0","1"
"T1995042","17-JUN-95","CASA 212-200
","ANGOLAN AIR FORCE","NR. CATUMBELA, AO","3","0","3","45","5","50"
"T1995059","12-JUL-95","DHC-6 TWIN OTTER 
300","MILNE BAY AIR","NR. GURNEY AP.,  ALOTAU, PG","2","0","2","13","0","13"
"T1995062","09-AUG-95","HAWKER-SIDDELEY 
748 SRS.2A","BOURAQ INDONESIA","MT. KUMAWA, NR. KAIMANA,  IRIAN JAYA, ID","6","0","6","4","0","4"
"T1995064","14-AUG-95","EMBRAER EMB-110P1 
BANDEIRANTE","AIRES COLOMBIA","NEVADO DEL HUILA, NR. SANTANDER, CO","2","0","2","8","0","8"
"T1995065","21-AUG-95","EMBRAER EMB-120 
BRASILIA","ATLANTIC SOUTHEAST AIRLINES","NR. CARROLLTON, 67KM SW OF  ATLANTA,  GEORGIA, US","1","2","3","8","10","26"
"T1995067","15-SEP-95","FOKKER 50
","MALAYSIA AIRLINES","TAWAU AP.,  TAWAU,  SABAH, MY","2","0","4","32","0","49"
"T1995068","09-SEP-95","CASA 212-200
","SATENA","NR. LA MACARENA, CO","4","0","4","17","1","18"
"T1995074","08-NOV-95","FOKKER F.27-400
","LADE","SIERRA GRANDE MOUNTAINS, NR. VILLA DOLORES, AR","5","0","5","48","0","48"
"T1995078","07-DEC-95","BEECH COMMUTER 
1900D","AIR SAINT MARTIN","NR. BELLE-ANSE, HT","2","0","2","18","0","18"
"T1995083","18-DEC-95","LOCKHEED 188 
ELECTRA","TRANS SERVICE AIRLIFT","NR. JAMBA,  CUANDO CUBANGO, AO","4","1","5","137","2","139"
"T1996001","12-FEB-96","A.S.T.A. (GAF) 
NOMAD N24A","HAITI AIR EXPRESS","MAIS GATE AP.,  PORT-AU-PRINCE, HT","2","0","2","9","4","13"
"T1996010","10-MAY-96","DHC-6 TWIN OTTER 
200","AEROSERVICIOS EMPRESARIALES SA DE CV","NR. OTAEZ, DURANGO, MX","2","0","2","14","3","17"
"T1996011","05-APR-96","DORNIER 228-200
","FORMOSA AIRLINES","IN SEA, OFF MATSU ISLAND, TW","0","0","2","6","0","15"
"T1996016","09-JUL-96","DHC-6 TWIN OTTER 
300","MILNE BAY AIR","CLANCY'S KNOB, NR. MENDI, PG","1","0","1","19","0","19"
"T1996024","24-JUL-96","FOKKER F.27-600
","MYANMA AIRWAYS","MYEIK AP.,  MYEIK, MM","0","0","5","8","16","44"
"T1996028","17-JUL-96","DHC-6 TWIN OTTER 
300","TRANS CARIBE","PLAYA DEL CARMEN AP., PLAYA DEL CARMEN, MX","0","2","2","1","13","16"
"T1996033","01-NOV-96","EMBRAER EMB-110P1 
BANDEIRANTE","TAPSA - TRANSPORTES AEREOS PROFESIONALES","NR. FLORES, GT","2","0","2","14","0","14"
"T1996035","19-NOV-96","BEECH COMMUTER 
1900C-1","UNITED EXPRESS","BALDWIN FIELD,  QUINCY,  ILLINOIS, US","2","0","2","10","0","10"
"T1996040","07-DEC-96","IPTN 212-100
","DIRGANTARA AIR SERVICE","NR. SJAMSUDIN NOOR AP.,  BANJARMASIN, ID","2","0","2","14","1","15"
"T1996041","30-NOV-96","DHC-6 TWIN OTTER 
300","ACES","PADRE AMAYA MT., NR. MEDELLIN, CO","2","0","2","12","1","13"
"T1996044","03-OCT-96","DHC-6 TWIN OTTER 
100","MALU AVIATION","NR. KAHEMBA, CD","2","0","2","4","0","19"
"T1997003","08-JAN-97","DHC-6 TWIN OTTER 
300","POLYNESIAN AIRLINES","MOAMOA AREA, NR. APIA, WS","1","1","2","2","1","3"
"T1997004","09-JAN-97","EMBRAER EMB-120 
BRASILIA","COMAIR","NR. IDA, 42KM S OF  DETROIT,  MICHIGAN, US","3","0","3","26","0","26"
"T1997008","01-FEB-97","HAWKER-SIDDELEY 
748 SRS.2A","AIR SENEGAL","TAMBACOUNDA AP.,  TAMBACOUNDA, SN","3","0","3","22","27","49"
"T1997011","19-APR-97","BRITISH AEROSPACE ATP
","MERPATI NUSANTARA AIRLINES","BULUTUMBANG AP.,  TANDJUNGPANDAN,  BELITUNG, ID","4","0","5","11","0","48"
"T1997020","06-JUN-97","VICKERS 700 VISCOUNT
","BAZAIR","NR. BUNIA, CD","7","0","7","20","0","20"
"T1997029","17-JUL-97","FOKKER F.27-600
","SEMPATI AIR","CICUKANG VILLAGE, NR. BANDUNG, ID","5","0","5","25","0","45"
"T1997034","10-AUG-97","DORNIER 228-200
","FORMOSA AIRLINES","PISHAN HILL, NR. MATSU, TW","2","0","2","14","0","14"
"T1997037","06-SEP-97","DORNIER 228-200
","MERPATI INTAN","LAMBIR HILLS, NR. MIRI, MY","2","0","2","8","0","8"
"T1997046","18-JUL-97","DHC-6 TWIN OTTER 
300","GOROKA AIR SERVICE","NR. GOROKA, PG","1","0","1","1","1","3"
"T1997050","09-DEC-97","EMBRAER EMB-110P1 
BANDEIRANTE","SOWIND AIR","LITTLE GRAND RAPIDS,  MANITOBA, CA","1","1","2","3","12","15"
"T1997053","12-DEC-97","FAIRCHILD SA-226TC 
METRO II","SERVICIOS Y TRANSPORTES AEREOS PETROLEROS SA","LA VERIENTE AIRSTRIP,  LA VERIENTE, BO","1","1","2","9","3","17"
"T1997081","12-SEP-97","DHC-6 TWIN OTTER 
300","TMK AIR COMMUTER","MINEMBWE MOUNTAINS, NR. UVIRA, CD","1","0","1","21","0","21"
"T1998002","27-JAN-98","FOKKER F.27-600
","MYANMA AIRWAYS","THANDWE AP.,  THANDWE, MM","1","0","4","15","0","41"
"T1998007","18-MAR-98","SAAB 340B
","FORMOSA AIRLINES","IN SEA, 11KMOF FF HSINCHU, TW","5","0","5","8","0","8"
"T1998020","18-JUN-98","FAIRCHILD SA-226TC 
METRO II","PROPAIR","MIRABEL AP.,  MONTREAL,  QUEBEC, CA","2","0","2","9","0","9"
"T1998025","30-JUL-98","BEECH COMMUTER 
1900D","PROTEUS AIR SYSTEM","BAIE DE QUIBERON, NR. VANNES, FR","2","0","2","12","0","12"
"T1998026","30-JUL-98","DORNIER 228-200
","INDIAN AIRLINES","COCHIN AP.,  COCHIN, IN","3","0","3","3","0","3"
"T1998028","21-AUG-98","DHC-6 TWIN OTTER 
300","LUMBINI AIRWAYS","MT. ANNAPURNA, NR. TATOPANI, NP","3","0","3","15","0","15"
"T1998029","29-JUL-98","EMBRAER EMB-110P1 
BANDEIRANTE","SELVA TAXI AEREO","MANACAPURU RIVER, 120KM W OF  MANAUS, BR","1","0","2","4","0","21"
"T1998034","24-AUG-98","FOKKER F.27-600
","MYANMA AIRWAYS","MT. PAYAKHA, 50KM N OF  TACHILEK, MM","4","0","4","40","0","40"
"T1998039","28-SEP-98","DHC-6 TWIN OTTER 
300","TACV CABO VERDE","FRANCISCO MENDES AP.,  PRAIA, CV","0","1","2","1","5","20"
"T1999002","02-JAN-99","LOCKHEED 100-30 
HERCULES","TRANSAFRIK","NR. BAILUNDO, AO","4","0","4","5","0","5"
"T1999011","25-FEB-99","DORNIER 328-100
","MINERVA ITALY","CRISTOFORO COLOMBO AP.,  GENOA, IT","1","0","4","3","2","27"
